,Country,Year,Precipitation_x,Temperature_x,Ocurrences_x,Unnamed: 0,Precipitation_y,Temperature_y,Ocurrences_y,Entity,Urban (%),Rural (%)
555,SLV,1994,110.04575416666667,24.41644166666667,0.0,555,110.04575416666668,24.41644166666667,0.0,El Salvador,52.70399999999999,47.296001
556,SOM,1994,22.73052083333334,26.803291666666667,0.0,556,22.73052083333334,26.80329166666667,0.0,Somalia,31.067,68.932999
557,SRB,1994,55.66064166666666,11.669128333333333,0.0,557,55.66064166666666,11.669128333333333,0.0,Serbia,51.428,48.571999
558,SUR,1994,195.10356666666667,25.305925,0.0,558,195.10356666666667,25.305925,0.0,Suriname,66.002,33.998001
559,SVK,1994,62.64825,9.068051666666666,0.0,559,62.64825,9.068051666666666,0.0,Slovakia,56.598,43.402
560,SVN,1994,108.18931666666668,10.397155,0.0,560,108.18931666666668,10.397155,0.0,Slovenia,50.596,49.403999
561,SYC,1994,171.48919166666667,27.266349999999992,0.0,561,171.48919166666667,27.266349999999992,0.0,Seychelles,49.525,50.474998
562,THA,1994,139.41033666666667,26.64335833333334,0.0,562,139.41033666666667,26.64335833333334,0.0,Thailand,30.105,69.894997
563,TKL,1994,234.2388666666666,28.204425,0.0,563,234.2388666666666,28.204425,0.0,Tokelau,0.0,100.0
564,TLS,1994,129.32105666666666,25.050524999999997,0.0,564,129.32105666666666,25.050525,0.0,Timor,22.199,77.80100300000002
565,TON,1994,131.88129166666667,24.402758333333335,0.0,565,131.88129166666667,24.40275833333333,0.0,Tonga,22.832,77.167999
566,TTO,1994,131.32846666666669,26.32036666666666,13.0,566,131.32846666666669,26.32036666666666,13.0,Trinidad and Tobago,54.857,45.143002
567,TUR,1994,47.143334166666655,11.857261666666666,0.0,567,47.14333416666666,11.857261666666664,0.0,Turkey,61.59,38.41
568,TUV,1994,244.23541666666665,28.31849166666667,0.0,568,244.23541666666665,28.31849166666667,0.0,Tuvalu,43.563,56.437
569,TZA,1994,83.60069250000001,22.490508333333338,0.0,569,83.60069250000002,22.490508333333334,0.0,Tanzania,20.203,79.79699699999998
570,UGA,1994,107.32318333333332,22.483716666666666,0.0,570,107.32318333333332,22.483716666666666,0.0,Uganda,12.485,87.514999
571,URY,1994,102.29630000000002,18.110675,0.0,571,102.29630000000002,18.110675,0.0,Uruguay,90.245,9.755000099999998
572,USA,1994,55.63131666666666,7.3605833333333335,72.0,572,55.63131666666666,7.360583333333333,72.0,United States,76.875,23.125
573,VCT,1994,241.58095000000006,54.008316666666666,0.0,573,241.5809500000001,54.00831666666666,0.0,Saint Vincent and the Grenadines,43.021,56.979
574,VEN,1994,163.0971333333333,25.190158333333333,0.0,574,163.09713333333332,25.19015833333333,0.0,Venezuela,85.686,14.314
575,VGB,1994,143.52911666666668,26.376908333333333,0.0,575,143.52911666666668,26.37690833333333,0.0,British Virgin Islands,40.142,59.858002
576,VNM,1994,175.30154166666668,24.657141666666664,3.0,576,175.30154166666668,24.657141666666664,3.0,Vietnam,21.774,78.225998
577,VUT,1994,197.17769999999996,23.621733333333335,0.0,577,197.1777,23.62173333333333,0.0,Vanuatu,19.868,80.13200400000002
578,WLF,1994,263.5271666666667,26.818241666666665,0.0,578,263.5271666666667,26.818241666666665,0.0,Wallis and Futuna,0.0,100.0
579,WSM,1994,293.2510833333333,26.837716666666665,0.0,579,293.2510833333333,26.837716666666665,0.0,Samoa,21.436,78.564003
580,YEM,1994,12.8370375,23.72951666666667,0.0,580,12.8370375,23.72951666666667,0.0,Yemen,23.225,76.775002
581,ZAF,1994,31.954662499999994,17.708558333333333,0.0,581,31.954662499999994,17.708558333333333,0.0,South Africa,54.004,45.995998
582,ZAR,1994,113.70134999999999,24.098975,0.0,582,113.70135,24.098975,0.0,,,
583,ZMB,1994,63.264824999999995,22.31645833333333,0.0,583,63.264825,22.31645833333333,0.0,Zambia,37.572,62.428001
584,ABW,1995,85.146135,28.62266666666666,0.0,584,85.146135,28.62266666666666,0.0,Aruba,48.767,51.233002
585,AFG,1995,24.636796666666665,13.124963333333332,0.0,585,24.636796666666665,13.124963333333332,0.0,Afghanistan,21.624,78.375999
586,AGO,1995,72.8463375,22.01855833333333,0.0,586,72.8463375,22.01855833333333,0.0,Angola,44.169,55.831001
587,AIA,1995,125.49565000000001,26.10205833333333,0.0,587,125.49565,26.10205833333333,0.0,Anguilla,100.0,0.0
588,ALB,1995,86.97745583333334,11.239455000000001,0.0,588,86.97745583333334,11.239455,0.0,Albania,38.911,61.089001
589,ARG,1995,39.62055833333333,14.381900000000002,2.0,589,39.62055833333333,14.381900000000002,2.0,Argentina,88.164,11.836
590,ASM,1995,251.32640833333332,27.534983333333333,0.0,590,251.3264083333333,27.53498333333333,0.0,American Samoa,85.28,14.72
591,ATG,1995,195.6755916666667,26.520608333333332,0.0,591,195.6755916666667,26.520608333333332,0.0,Antigua and Barbuda,33.961,66.039001
592,AUS,1995,43.84118833333334,21.607808333333335,4.0,592,43.84118833333334,21.60780833333333,4.0,Australia,84.898,15.102
593,AUT,1995,99.90879166666667,6.749838333333334,0.0,593,99.90879166666667,6.749838333333334,0.0,Austria,61.596,38.403999
594,BEL,1995,68.08920833333333,10.6440075,0.0,594,68.08920833333333,10.644007499999999,0.0,Belgium,96.777,3.2230000000000003
595,BEN,1995,96.48977249999997,27.550874999999994,0.0,595,96.48977249999996,27.550874999999994,0.0,Benin,36.758,63.242001
596,BFA,1995,63.80972166666666,28.343025,0.0,596,63.80972166666666,28.343025,0.0,Burkina Faso,15.130999999999998,84.869003
597,BGD,1995,196.25677500000003,25.40425,0.0,597,196.25677500000003,25.40425,0.0,Bangladesh,21.693,78.306999
598,BGR,1995,63.90295833333334,10.6202475,0.0,598,63.90295833333334,10.620247500000001,0.0,Bulgaria,67.782,32.217999
599,BHS,1995,141.43140833333334,25.325083333333335,0.0,599,141.43140833333334,25.325083333333332,0.0,Bahamas,80.961,19.039
600,BIH,1995,101.48910999999998,9.709546666666666,0.0,600,101.48910999999998,9.709546666666666,0.0,Bosnia and Herzegovina,40.817,59.182999
601,BLZ,1995,192.905975,25.84738333333334,0.0,601,192.905975,25.84738333333334,0.0,Belize,46.425,53.575001
602,BMU,1995,125.0,21.59998333333333,0.0,602,125.0,21.59998333333333,0.0,Bermuda,100.0,0.0
603,BOL,1995,64.60342666666666,21.258699999999997,0.0,603,64.60342666666666,21.2587,0.0,Bolivia,59.15,40.849998
604,BRA,1995,148.73555833333333,25.370649999999998,6.0,604,148.73555833333333,25.37065,6.0,Brazil,77.61,22.389999
605,BRB,1995,187.66505833333335,26.673683333333333,0.0,605,187.66505833333332,26.67368333333333,0.0,Barbados,35.566,64.433998
606,BRN,1995,298.64508333333333,25.629691666666663,0.0,606,298.64508333333333,25.629691666666666,0.0,Brunei,68.64399999999999,31.356001000000006
607,BTN,1995,162.75240499999998,11.99668,0.0,607,162.75240499999995,11.99668,0.0,Bhutan,20.537,79.462997
608,CAF,1995,114.76196083333332,24.962666666666667,0.0,608,114.76196083333332,24.96266666666667,0.0,Central African Republic,37.231,62.769001
609,CAN,1995,37.711124999999996,-6.237994166666668,0.0,609,37.711125,-6.237994166666668,0.0,Canada,77.675,22.325001
610,CHE,1995,141.92298333333335,7.081365833333334,0.0,610,141.92298333333338,7.081365833333334,0.0,Switzerland,73.654,26.346001
611,CHN,1995,47.44546416666666,6.800045833333335,0.0,611,47.44546416666666,6.800045833333335,0.0,China,30.961,69.039001
612,CIV,1995,118.50058833333333,26.617716666666663,0.0,612,118.50058833333333,26.617716666666666,0.0,Cote d'Ivoire,41.21,58.790001
613,CMR,1995,121.06209333333334,24.713091666666667,0.0,613,121.06209333333334,24.71309166666667,0.0,Cameroon,42.573,57.426998
614,COG,1995,132.580975,24.591575000000002,0.0,614,132.580975,24.591575,0.0,Congo,56.413,43.58700200000001
615,COK,1995,173.33697500000002,24.368933333333334,0.0,615,173.33697500000005,24.36893333333333,0.0,Cook Islands,58.678,41.321999
616,COL,1995,229.3625916666667,24.59575,3.0,616,229.36259166666667,24.59575,3.0,Colombia,71.777,28.223000000000006
617,COM,1995,111.85044999999998,25.61638333333333,0.0,617,111.85044999999998,25.61638333333333,0.0,Comoros,28.301,71.69899699999998
618,CRI,1995,281.40411666666665,50.51841666666667,0.0,618,281.40411666666665,50.51841666666667,0.0,Costa Rica,54.56100000000001,45.438999
619,CUB,1995,129.25592500000002,25.77746666666667,4.0,619,129.25592500000002,25.77746666666667,4.0,Cuba,74.277,25.723000000000006
620,CYM,1995,131.84107500000002,27.649983333333328,0.0,620,131.84107500000002,27.64998333333333,0.0,Cayman Islands,100.0,0.0
621,CZE,1995,62.120758333333335,8.302524166666666,0.0,621,62.12075833333334,8.302524166666666,0.0,Czech Republic,74.643,25.357
622,DEU,1995,63.983133333333335,9.379877500000001,0.0,622,63.98313333333334,9.3798775,0.0,Germany,73.922,26.077999
623,DJI,1995,25.925146666666667,28.05576666666667,0.0,623,25.92514666666667,28.05576666666667,0.0,Djibouti,76.3,23.700001
624,DMA,1995,274.19622499999997,25.20076666666667,0.0,624,274.196225,25.20076666666667,0.0,Dominica,64.831,35.168999
625,DOM,1995,126.27168333333333,24.531716666666668,0.0,625,126.27168333333331,24.53171666666667,0.0,Dominican Republic,57.598,42.402
626,DZA,1995,6.439493333333332,23.296808333333335,0.0,626,6.439493333333332,23.29680833333333,0.0,Algeria,55.997,44.002998
627,ESP,1995,43.97195,14.352236666666668,0.0,627,43.97195,14.352236666666668,0.0,Spain,75.85600000000002,24.143999
628,FJI,1995,188.9828083333333,24.198708333333332,0.0,628,188.9828083333333,24.19870833333333,0.0,Fiji,45.496,54.504002
629,FRA,1995,72.9017,11.805999999999997,0.0,629,72.9017,11.805999999999996,0.0,France,74.91199999999998,25.087999
630,GAB,1995,149.06389666666666,25.127250000000004,0.0,630,149.06389666666666,25.127250000000004,0.0,Gabon,74.797,25.202999
631,GEO,1995,75.45811666666667,7.357463333333334,0.0,631,75.45811666666667,7.3574633333333335,0.0,Georgia,53.841,46.159
632,GHA,1995,97.09108583333334,27.644175,0.0,632,97.09108583333334,27.644175,0.0,Ghana,40.14,59.860001
633,GIN,1995,141.35697916666666,25.896008333333327,0.0,633,141.35697916666666,25.89600833333333,0.0,Guinea,29.475,70.525002
634,GLP,1995,269.91637499999996,25.643199999999997,0.0,634,269.916375,25.6432,0.0,Guadeloupe,97.731,2.2690001
635,GMB,1995,75.64151333333335,27.788816666666662,0.0,635,75.64151333333334,27.788816666666666,0.0,Gambia,43.362,56.63800000000001
636,GRC,1995,53.851775,13.74669,0.0,636,53.851775,13.74669,0.0,Greece,72.119,27.881001
637,GRD,1995,150.19130833333335,26.93331666666666,0.0,637,150.19130833333338,26.93331666666666,0.0,Grenada,34.47,65.529999
638,GTM,1995,248.65060000000003,23.740441666666666,22.0,638,248.65060000000003,23.740441666666666,22.0,Guatemala,43.654,56.346001
639,GUF,1995,187.66153333333332,25.762116666666667,0.0,639,187.6615333333333,25.76211666666667,0.0,French Guiana,76.952,23.048
640,GUM,1995,580.6317083333333,27.37075,0.0,640,580.6317083333333,27.37075,0.0,Guam,92.055,7.945000200000001
641,GUY,1995,198.163225,26.201399999999996,0.0,641,198.163225,26.2014,0.0,Guyana,29.137,70.862999
642,HND,1995,188.47593333333336,23.96919166666666,2.0,642,188.47593333333336,23.96919166666666,2.0,Honduras,42.941,57.058998
643,HRV,1995,102.56630833333334,10.805170833333333,0.0,643,102.56630833333334,10.805170833333333,0.0,Croatia,52.279,47.721001
644,HTI,1995,131.85411666666667,25.169641666666674,0.0,644,131.85411666666667,25.169641666666674,0.0,Haiti,32.59,67.410004
645,IDN,1995,257.61949999999996,26.093841666666666,16.0,645,257.6195,26.093841666666666,16.0,Indonesia,36.076,63.924
646,IND,1995,88.81776750000002,24.369850000000003,3.0,646,88.81776750000002,24.369850000000003,3.0,India,26.607,73.39299799999998
647,ISR,1995,13.291183333333334,19.674733333333336,0.0,647,13.291183333333334,19.674733333333336,0.0,Israel,90.866,9.133999800000002
648,ITA,1995,77.19413333333333,11.934774999999997,1.0,648,77.19413333333333,11.934774999999995,1.0,Italy,66.922,33.077999
649,JAM,1995,197.94111666666666,25.57455,4.0,649,197.94111666666663,25.57455,4.0,Jamaica,50.615,49.384998
650,JPN,1995,124.98317499999997,11.02628,0.0,650,124.98317499999996,11.02628,0.0,Japan,78.016,21.983999
651,KEN,1995,56.56449166666667,24.87855,0.0,651,56.56449166666667,24.87855,0.0,Kenya,18.263,81.737
652,KHM,1995,149.6005291666667,27.460624999999997,0.0,652,149.6005291666667,27.460625,0.0,Cambodia,17.311,82.689003
653,KIR,1995,68.44788166666667,68.44788166666667,0.0,653,68.44788166666667,68.44788166666667,0.0,Kiribati,36.409,63.591
654,KNA,1995,176.580825,25.581225,0.0,654,176.580825,25.581225,0.0,Saint Kitts and Nevis,33.715,66.285004
655,KOR,1995,93.02081666666665,11.103354999999999,0.0,655,93.02081666666665,11.103355,0.0,South Korea,78.23899999999998,21.761
656,LAO,1995,152.731635,152.731635,0.0,656,152.731635,152.731635,0.0,Laos,17.378,82.622002
657,LBN,1995,28.586365833333332,16.087211666666672,0.0,657,28.586365833333332,16.087211666666672,0.0,Lebanon,84.82,15.18
658,LBR,1995,206.73441916666664,25.48483333333333,1.0,658,206.73441916666664,25.48483333333333,1.0,Liberia,45.96,54.040001
659,LCA,1995,217.88187499999995,26.51755833333333,0.0,659,217.88187499999995,26.51755833333333,0.0,Saint Lucia,28.765,71.235001
660,LKA,1995,130.85334999999998,27.196075000000004,0.0,660,130.85334999999998,27.196075000000004,0.0,Sri Lanka,18.458,81.542
661,MAC,1995,179.8893833333333,22.679375000000004,0.0,661,179.8893833333333,22.679375000000004,0.0,Macao,99.91,0.09000000400000001
662,MDG,1995,125.01437499999999,22.73281666666667,0.0,662,125.014375,22.73281666666667,0.0,Madagascar,25.796,74.204002
663,MDV,1995,150.18845,28.163674999999998,0.0,663,150.18845,28.163675,0.0,Maldives,25.638,74.362
664,MEX,1995,59.75343333333333,21.32385833333333,12.0,664,59.753433333333334,21.323858333333327,12.0,Mexico,73.368,26.632
665,MHL,1995,243.3355,27.665833333333335,0.0,665,243.3355,27.66583333333333,0.0,Marshall Islands,66.727,33.272999
666,MLT,1995,42.1987325,19.103766666666665,0.0,666,42.1987325,19.103766666666665,0.0,Malta,90.946,9.0539999
667,MMR,1995,168.76922583333337,23.200583333333338,0.0,667,168.76922583333337,23.200583333333334,0.0,Myanmar,26.124,73.875999
668,MNE,1995,103.85262166666668,8.638703333333334,0.0,668,103.85262166666668,8.638703333333334,0.0,Montenegro,53.365,46.634998
669,MNP,1995,515.0579166666668,27.33333333333333,0.0,669,515.0579166666668,27.33333333333333,0.0,Northern Mariana Islands,89.557,10.443
670,MOZ,1995,71.41111666666667,24.308683333333335,0.0,670,71.41111666666667,24.30868333333333,0.0,Mozambique,27.495,72.504997
671,MSR,1995,201.72282499999994,26.432416666666665,0.0,671,201.72282499999997,26.432416666666665,0.0,Montserrat,12.5,87.5
672,MTQ,1995,267.82245,25.21965,0.0,672,267.82245,25.21965,0.0,Martinique,88.42299999999999,11.577
673,MUS,1995,164.25721666666672,23.171866666666663,0.0,673,164.25721666666672,23.171866666666666,0.0,Mauritius,43.284,56.716
674,MYS,1995,284.934,25.64965833333333,10.0,674,284.934,25.64965833333333,10.0,Malaysia,55.688,44.312
675,MYT,1995,113.65542499999998,26.548441666666665,0.0,675,113.65542499999998,26.548441666666665,0.0,Mayotte,41.458,58.542
676,NCL,1995,115.739175,22.54986666666667,0.0,676,115.739175,22.54986666666667,0.0,New Caledonia,60.288,39.71200200000001
677,NGA,1995,97.28291916666667,26.989341666666665,0.0,677,97.28291916666667,26.989341666666665,0.0,Nigeria,32.205,67.79499799999999
678,NIC,1995,234.93112499999998,25.19045,1.0,678,234.931125,25.19045,1.0,Nicaragua,54.437,45.563
679,NIU,1995,149.62064999999998,25.32915,0.0,679,149.62064999999996,25.32915,0.0,Niue,31.452,68.547997
680,NLD,1995,63.53925,10.271274166666666,0.0,680,63.53925,10.271274166666666,0.0,Netherlands,72.809,27.191
681,NPL,1995,106.07642666666668,12.474017500000002,0.0,681,106.07642666666668,12.474017500000002,0.0,Nepal,10.883,89.116997
682,NRU,1995,153.39964166666667,27.858291666666663,0.0,682,153.39964166666667,27.858291666666666,0.0,Nauru,100.0,0.0
683,NZL,1995,163.94241666666667,9.912722500000001,0.0,683,163.94241666666667,9.9127225,0.0,New Zealand,85.553,14.447
684,PAK,1995,29.164144166666663,20.014908333333334,0.0,684,29.164144166666667,20.01490833333333,0.0,Pakistan,31.836,68.164001
685,PAN,1995,184.26056666666668,25.749683333333333,5.0,685,184.26056666666668,25.74968333333333,5.0,Panama,58.14100000000001,41.859001
686,PER,1995,113.44190833333334,19.776316666666666,0.0,686,113.44190833333334,19.776316666666666,0.0,Peru,70.95100000000002,29.049
687,PHL,1995,210.94842500000001,25.831200000000006,1.0,687,210.948425,25.83120000000001,1.0,Philippines,46.56,53.439999
688,PNG,1995,256.37050000000005,24.972716666666667,0.0,688,256.37050000000005,24.97271666666667,0.0,Papua New Guinea,14.081,85.918999
689,PRI,1995,150.11440833333333,25.624291666666664,0.0,689,150.11440833333333,25.624291666666664,0.0,Puerto Rico,93.729,6.2709999000000005
690,PRY,1995,84.82191833333333,23.614716666666666,0.0,690,84.82191833333333,23.614716666666666,0.0,Paraguay,52.131,47.868999
691,PYF,1995,154.226175,24.576925,0.0,691,154.226175,24.576925,0.0,French Polynesia,56.637,43.362999
692,REU,1995,139.67680000000004,31.004425,0.0,692,139.67680000000004,31.004425,0.0,Reunion,86.119,13.880999999999998
693,ROM,1995,60.71673333333333,8.9917425,0.0,693,60.71673333333333,8.9917425,0.0,Romania,53.769,46.230999
694,RUS,1995,37.1118,-4.302720833333333,0.0,694,37.1118,-4.302720833333333,0.0,Russia,73.372,26.628
695,SAU,1995,7.784820833333334,25.003608333333336,0.0,695,7.784820833333334,25.003608333333336,0.0,Saudi Arabia,78.67,21.33
696,SDN,1995,36.31954833333334,27.25103333333333,0.0,696,36.319548333333344,27.25103333333333,0.0,Sudan,32.232,67.76799799999999
697,SEN,1995,54.595306666666666,28.30694166666667,10.0,697,54.59530666666666,28.30694166666667,10.0,Senegal,39.606,60.394001
698,SGP,1995,253.51666666666665,27.759425000000004,0.0,698,253.51666666666665,27.759425000000004,0.0,Singapore,100.0,0.0
699,SLB,1995,252.75900000000001,25.648341666666667,0.0,699,252.759,25.64834166666667,0.0,Solomon Islands,14.664,85.335999
700,SLE,1995,220.08815333333334,26.138300000000005,0.0,700,220.0881533333333,26.138300000000005,0.0,Sierra Leone,34.429,65.570999
701,SLV,1995,169.8774408333333,24.030133333333335,0.0,701,169.8774408333333,24.030133333333332,0.0,El Salvador,53.988,46.012001
702,SOM,1995,23.827680833333332,27.018158333333332,0.0,702,23.82768083333333,27.01815833333333,0.0,Somalia,31.425,68.574997
703,SRB,1995,69.83075416666668,10.403176666666667,0.0,703,69.83075416666668,10.403176666666667,0.0,Serbia,51.651,48.348999
704,SUR,1995,180.8710583333333,26.020666666666667,0.0,704,180.8710583333333,26.02066666666667,0.0,Suriname,66.07600000000001,33.924
705,SVK,1995,65.0370075,7.975550000000001,0.0,705,65.0370075,7.975550000000001,0.0,Slovakia,56.537,43.463001
706,SVN,1995,120.84950000000002,9.121015000000002,0.0,706,120.84950000000002,9.121015000000002,0.0,Slovenia,50.622,49.377998
707,SYC,1995,150.03315833333332,27.252116666666666,0.0,707,150.03315833333332,27.252116666666666,0.0,Seychelles,49.633,50.367001
708,THA,1995,132.85060666666666,26.531049999999997,18.0,708,132.85060666666666,26.53105,18.0,Thailand,30.276,69.72399899999999
709,TKL,1995,279.8056666666667,28.380016666666673,0.0,709,279.8056666666667,28.380016666666673,0.0,Tokelau,0.0,100.0
710,TLS,1995,159.98301916666665,25.57173333333333,0.0,710,159.98301916666662,25.57173333333333,0.0,Timor,22.534,77.466003
711,TON,1995,114.58050000000001,25.394408333333335,0.0,711,114.5805,25.39440833333333,0.0,Tonga,22.864,77.136002
712,TTO,1995,113.67126666666667,26.7359,3.0,712,113.67126666666668,26.7359,3.0,Trinidad and Tobago,55.04,44.959999
713,TUR,1995,47.387249999999995,11.270902499999998,0.0,713,47.38725,11.270902499999998,0.0,Turkey,62.12300000000001,37.876999
714,TUV,1995,254.81125,28.266208333333335,0.0,714,254.81125,28.26620833333333,0.0,Tuvalu,43.97,56.029999
715,TZA,1995,77.31154833333333,22.95,0.0,715,77.31154833333333,22.95,0.0,Tanzania,20.543000000000006,79.457001
716,UGA,1995,97.918725,23.34310833333333,0.0,716,97.918725,23.34310833333333,0.0,Uganda,12.845999999999998,87.153999
717,URY,1995,93.30545,17.588291666666667,0.0,717,93.30545,17.588291666666667,0.0,Uruguay,90.542,9.4580002
718,USA,1995,56.65291666666667,7.464395833333334,83.0,718,56.65291666666667,7.464395833333334,83.0,United States,77.257,22.743
719,VCT,1995,302.15263333333337,54.8716,0.0,719,302.15263333333337,54.8716,0.0,Saint Vincent and the Grenadines,43.38,56.619999
720,VEN,1995,171.07780000000002,25.726550000000003,0.0,720,171.07780000000002,25.726550000000003,0.0,Venezuela,86.014,13.986
721,VGB,1995,166.42229999999998,26.261483333333334,0.0,721,166.42229999999995,26.26148333333333,0.0,British Virgin Islands,40.413,59.58700200000001
722,VNM,1995,152.734475,24.42288333333333,0.0,722,152.734475,24.42288333333333,0.0,Vietnam,22.166,77.834
723,VUT,1995,152.17182500000004,24.31461666666667,0.0,723,152.17182500000004,24.31461666666667,0.0,Vanuatu,20.164,79.835999
724,WLF,1995,307.63258333333334,27.102449999999994,0.0,724,307.63258333333334,27.102449999999994,0.0,Wallis and Futuna,0.0,100.0
725,WSM,1995,266.50691666666665,27.203333333333333,0.0,725,266.50691666666665,27.20333333333333,0.0,Samoa,21.526,78.47399899999998
726,YEM,1995,14.28584166666667,23.706641666666666,0.0,726,14.28584166666667,23.706641666666666,0.0,Yemen,23.76,76.239998
727,ZAF,1995,41.877472499999996,17.956675,0.0,727,41.8774725,17.956675,0.0,South Africa,54.486,45.514
728,ZAR,1995,119.59171666666667,24.466525,0.0,728,119.59171666666668,24.466525,0.0,,,
729,ZMB,1995,64.15412916666666,22.668274999999998,0.0,729,64.15412916666666,22.668275,0.0,Zambia,37.104,62.896
730,ABW,1996,71.88918916666665,28.4787,0.0,730,71.88918916666665,28.4787,0.0,Aruba,48.356,51.644001
731,AFG,1996,25.616346666666672,12.6280025,0.0,731,25.61634666666667,12.6280025,0.0,Afghanistan,21.714,78.28600300000002
732,AGO,1996,76.24960916666666,21.843933333333336,0.0,732,76.24960916666666,21.843933333333336,0.0,Angola,45.346,54.653999
733,AIA,1996,143.80181666666667,25.795824999999997,0.0,733,143.80181666666667,25.795825,0.0,Anguilla,100.0,0.0
734,ALB,1996,91.31858750000002,11.242713333333333,1.0,734,91.31858750000002,11.242713333333333,1.0,Albania,39.473,60.527
735,ARG,1996,49.12181666666666,14.442928333333334,16.0,735,49.12181666666666,14.442928333333334,16.0,Argentina,88.366,11.634
736,ASM,1996,264.10440833333337,27.876633333333334,0.0,736,264.10440833333337,27.87663333333333,0.0,American Samoa,86.04299999999998,13.957
737,ATG,1996,220.45955833333338,26.242316666666664,0.0,737,220.45955833333335,26.242316666666664,0.0,Antigua and Barbuda,33.59,66.410004
738,AUS,1996,39.067566666666664,21.977449999999994,1.0,738,39.06756666666666,21.977449999999994,1.0,Australia,84.76700000000002,15.233
739,AUT,1996,104.7469,5.667845,0.0,739,104.7469,5.667845,0.0,Austria,61.32,38.68
740,BEL,1996,52.8190475,8.8471625,0.0,740,52.819047499999996,8.8471625,0.0,Belgium,96.851,3.1489999
741,BEN,1996,87.91042333333333,27.675516666666667,0.0,741,87.91042333333333,27.67551666666667,0.0,Benin,37.071,62.929001
742,BFA,1996,63.56708416666668,28.555183333333332,0.0,742,63.56708416666668,28.55518333333333,0.0,Burkina Faso,15.407,84.593002
743,BGD,1996,190.20940749999997,25.300099999999997,0.0,743,190.2094075,25.3001,0.0,Bangladesh,22.064,77.935997
744,BGR,1996,50.72988333333334,10.174529166666666,0.0,744,50.72988333333334,10.174529166666666,0.0,Bulgaria,68.007,31.993
745,BHS,1996,121.52801666666666,24.962716666666665,0.0,745,121.52801666666666,24.962716666666665,0.0,Bahamas,81.18,18.82
746,BIH,1996,103.75326666666666,9.3022275,0.0,746,103.75326666666666,9.302227499999999,0.0,Bosnia and Herzegovina,41.13,58.869999
747,BLZ,1996,163.96775,25.374274999999997,0.0,747,163.96775,25.374275,0.0,Belize,46.214,53.785999
748,BMU,1996,125.0,21.291641666666667,0.0,748,125.0,21.291641666666667,0.0,Bermuda,100.0,0.0
749,BOL,1996,85.58584083333334,20.751708333333333,1.0,749,85.58584083333334,20.751708333333333,1.0,Bolivia,59.682,40.318001
750,BRA,1996,150.52627499999997,25.112758333333336,7.0,750,150.52627499999997,25.112758333333336,7.0,Brazil,78.30199999999998,21.698
751,BRB,1996,184.40793333333338,26.606916666666667,0.0,751,184.40793333333335,26.60691666666667,0.0,Barbados,35.21,64.790001
752,BRN,1996,298.0421666666666,25.540274999999998,0.0,752,298.0421666666666,25.540275,0.0,Brunei,69.158,30.841999
753,BTN,1996,147.78323583333335,11.705325,0.0,753,147.78323583333338,11.705325,0.0,Bhutan,21.456,78.543999
754,CAF,1996,115.95380666666667,25.068733333333327,0.0,754,115.95380666666668,25.06873333333333,0.0,Central African Republic,37.312,62.688
755,CAN,1996,40.45205833333333,-6.828735000000001,0.0,755,40.45205833333333,-6.828735000000001,0.0,Canada,77.95100000000002,22.049
756,CHE,1996,125.03643333333333,6.147772499999999,0.0,756,125.03643333333332,6.1477724999999985,0.0,Switzerland,73.6,26.4
757,CHN,1996,49.02897666666667,6.407525,4.0,757,49.02897666666667,6.407525,4.0,China,31.916,68.084
758,CIV,1996,117.27188333333334,26.562333333333328,0.0,758,117.27188333333334,26.56233333333333,0.0,Cote d'Ivoire,41.587,58.412998
759,CMR,1996,135.79185833333335,24.651700000000005,0.0,759,135.79185833333335,24.651700000000005,0.0,Cameroon,43.164,56.835999
760,COG,1996,126.26168333333335,24.429083333333335,0.0,760,126.26168333333335,24.42908333333333,0.0,Congo,56.832,43.167999
761,COK,1996,151.45313333333334,24.623108333333334,0.0,761,151.45313333333334,24.62310833333333,0.0,Cook Islands,58.736,41.264
762,COL,1996,241.21808333333334,24.223591666666668,0.0,762,241.2180833333333,24.22359166666667,0.0,Colombia,72.223,27.777
763,COM,1996,141.72900833333333,25.353375,0.0,763,141.72900833333333,25.353375,0.0,Comoros,28.257,71.74299599999998
764,CRI,1996,301.80535000000003,49.14641666666666,0.0,764,301.8053500000001,49.14641666666666,0.0,Costa Rica,55.467,44.533001
765,CUB,1996,118.05979166666668,25.077516666666668,3.0,765,118.05979166666668,25.07751666666667,3.0,Cuba,74.426,25.573999
766,CYM,1996,100.07481666666666,26.858333333333334,0.0,766,100.07481666666666,26.85833333333333,0.0,Cayman Islands,100.0,0.0
767,CZE,1996,56.75229166666668,6.639145833333334,0.0,767,56.75229166666668,6.639145833333334,0.0,Czech Republic,74.513,25.487
768,DEU,1996,50.12468416666666,7.566515833333334,0.0,768,50.12468416666666,7.566515833333334,0.0,Germany,74.133,25.867001
769,DJI,1996,11.61468,28.17990833333333,0.0,769,11.61468,28.17990833333333,0.0,Djibouti,76.347,23.653
770,DMA,1996,303.67918333333336,25.176266666666663,0.0,770,303.67918333333336,25.176266666666667,0.0,Dominica,64.918,35.082001
771,DOM,1996,109.265375,24.26755,0.0,771,109.265375,24.26755,0.0,Dominican Republic,58.441,41.558998
