Year,Country,Ocurrences,Temperature,Precipitation
2011,THA,3,26.066775000000003,154.937425
2011,TON,2,25.381525,158.63300000000004
2011,TUR,3,11.132964999999997,50.73570833333333
2011,USA,2,7.576748333333332,56.498275
2012,ARG,5,15.00546166666667,48.664962499999994
2012,AUT,1,7.553608333333333,98.96335833333332
2012,BRN,4,25.698966666666667,289.5479166666667
2012,CZE,1,9.062615833333332,55.631483333333335
2012,DEU,1,9.557204999999998,58.51025833333333
2012,ESP,4,13.89533666666667,42.36454
2012,FRA,16,12.75058,71.26836666666668
2012,GRC,5,14.974655,56.06098166666666
2012,IDN,50,26.043758333333333,252.98175000000006
2012,ITA,2,12.857541666666664,71.07597499999999
2012,JPN,2,11.192657500000001,143.003075
2012,LKA,2,27.486383333333336,144.61228333333332
2012,MEX,1,21.592716666666664,58.72975833333333
2012,NLD,1,10.183468333333332,69.28251666666667
2012,ROM,1,10.265744166666666,51.040200000000006
2012,USA,1,8.217144166666666,52.924083333333336
2013,ARG,2,14.918502499999997,40.92724166666667
2013,BRA,4411,25.730858333333334,147.0799
2013,ESP,1,13.703829166666665,55.81323333333333
2013,IDN,12,26.27949166666667,257.17833333333334
2013,ITA,10,12.615858333333334,82.28127500000001
2013,PER,13,19.474541666666667,126.76978333333334
2013,SVK,1,8.746543333333333,65.04640833333333
2013,USA,9,7.310817499999998,59.18131666666667
2013,ZMB,1,22.033725000000004,82.162935
2014,BRA,3276,25.833583333333333,145.524375
2014,CHN,3,6.941347500000003,45.844503333333336
2014,IDN,5,26.202766666666665,219.5105
2014,USA,7,7.725200833333333,57.44861666666667
