,COUNTRY_ID,variable,value
1142,AUS,1996,0.8859999999999999
1143,AUT,1996,0.82
1144,,1996,0.612
1145,BHS,1996,
1146,,1996,0.778
1147,BGD,1996,0.433
1148,BRB,1996,0.735
1149,,1996,0.6609999999999999
1150,BEL,1996,0.857
1151,BLZ,1996,0.662
1152,BEN,1996,0.377
1153,BTN,1996,
1154,BOL,1996,0.578
1155,BIH,1996,
1156,,1996,0.5710000000000001
1157,BRA,1996,0.6559999999999999
1158,BRN,1996,0.807
1159,BGR,1996,0.7020000000000001
1160,BFA,1996,
1161,,1996,0.294
1162,,1996,
1163,KHM,1996,0.391
1164,CMR,1996,0.42200000000000004
1165,CAN,1996,0.863
1166,CAF,1996,0.3
1167,,1996,
1168,,1996,0.7340000000000001
1169,CHN,1996,0.5589999999999999
1170,COL,1996,0.634
1171,COM,1996,
1172,COG,1996,0.504
1173,COG,1996,0.337
1174,CRI,1996,0.691
1175,HRV,1996,0.7090000000000001
1176,CUB,1996,0.665
1177,,1996,0.789
1178,,1996,0.768
1179,CIV,1996,0.38799999999999996
1180,,1996,0.8370000000000001
1181,DJI,1996,0.353
1182,DMA,1996,
1183,DOM,1996,0.635
1184,,1996,0.664
1185,,1996,0.584
1186,SLV,1996,0.585
1187,GIN,1996,
1188,,1996,
1189,,1996,0.738
1190,,1996,0.513
1191,,1996,
1192,FJI,1996,0.6759999999999999
1193,,1996,0.823
1194,FRA,1996,0.83
1195,GAB,1996,0.634
1196,GMB,1996,0.36
1197,GEO,1996,
1198,DEU,1996,0.8390000000000001
1199,GHA,1996,0.474
1200,GRC,1996,0.772
1201,GRD,1996,
1202,GTM,1996,0.515
1203,GIN,1996,0.299
1204,GIN,1996,
1205,GUY,1996,0.589
1206,HTI,1996,0.42700000000000005
1207,HND,1996,0.534
1208,HKG,1996,0.8109999999999999
1209,,1996,0.746
1210,,1996,0.831
1211,IND,1996,0.467
1212,IDN,1996,0.5770000000000001
1213,,1996,0.647
1214,,1996,0.573
1215,,1996,0.8009999999999999
1216,ISR,1996,0.828
1217,ITA,1996,0.8059999999999999
1218,JAM,1996,0.66
1219,JPN,1996,0.845
1220,,1996,0.6859999999999999
1221,,1996,0.6659999999999999
1222,KEN,1996,0.455
1223,KIR,1996,
1224,,1996,0.789
1225,,1996,0.772
1226,,1996,0.568
1227,LAO,1996,0.441
1228,,1996,0.68
1229,LBN,1996,
1230,,1996,0.48700000000000004
1231,LBR,1996,
1232,,1996,0.7090000000000001
1233,,1996,
1234,,1996,0.7120000000000001
1235,,1996,0.8170000000000001
1236,MDG,1996,
1237,,1996,0.385
1238,MYS,1996,0.695
1239,MDV,1996,0.5529999999999999
1240,,1996,0.271
1241,MLT,1996,0.763
1242,MHL,1996,
1243,,1996,0.428
1244,MUS,1996,0.652
1245,MEX,1996,0.677
1246,,1996,
1247,,1996,0.591
1248,,1996,0.561
1249,MNE,1996,
1250,,1996,0.499
1251,MOZ,1996,0.253
1252,MMR,1996,0.40399999999999997
1253,,1996,0.581
1254,NPL,1996,0.42
1255,NLD,1996,0.866
1256,NZL,1996,0.8540000000000001
1257,NIC,1996,0.534
1258,,1996,0.235
1259,NGA,1996,
1260,,1996,0.888
1261,,1996,
1262,PAK,1996,0.433
1263,,1996,
1264,,1996,
1265,PAN,1996,0.6940000000000001
1266,GIN,1996,0.43200000000000005
1267,PRY,1996,0.613
1268,PER,1996,0.648
1269,PHL,1996,0.606
1270,,1996,0.748
1271,,1996,0.767
1272,,1996,0.7959999999999999
1273,ROU,1996,0.695
1274,RUS,1996,0.701
1275,,1996,0.262
1276,KNA,1996,
1277,LCA,1996,
1278,VCT,1996,
1279,WSM,1996,0.628
1280,,1996,0.474
1281,SAU,1996,0.727
1282,SEN,1996,0.369
1283,SRB,1996,0.6990000000000001
1284,SYC,1996,
1285,SLE,1996,0.26899999999999996
1286,SGP,1996,0.782
1287,SVK,1996,0.754
1288,SVN,1996,0.7879999999999999
1289,SLB,1996,
1290,ZAF,1996,0.647
1291,SDN,1996,
1292,ESP,1996,0.8059999999999999
1293,LKA,1996,0.655
1294,SDN,1996,0.375
1295,SUR,1996,
1296,,1996,0.863
1297,CHE,1996,0.8540000000000001
1298,,1996,0.583
1299,,1996,0.534
1300,,1996,0.37200000000000005
1301,THA,1996,0.619
1302,,1996,
1303,TLS,1996,
1304,,1996,0.41700000000000004
1305,TON,1996,0.6709999999999999
1306,TTO,1996,0.69
1307,,1996,0.616
1308,TUR,1996,0.615
1309,,1996,
1310,UGA,1996,0.33799999999999997
1311,,1996,0.6609999999999999
1312,,1996,0.7709999999999999
1313,,1996,0.8440000000000001
1314,,1996,0.879
1315,URY,1996,0.7170000000000001
1316,,1996,
1317,VUT,1996,
1318,VEN,1996,0.66
1319,VNM,1996,0.54
1320,YEM,1996,0.42200000000000004
1321,ZMB,1996,0.41600000000000004
1322,ZWE,1996,0.466
1323,AFG,1997,
1324,ALB,1997,0.6409999999999999
1325,DZA,1997,0.617
1326,,1997,
1327,AGO,1997,
1328,ATG,1997,
1329,ARG,1997,0.746
1330,,1997,0.623
1331,AUS,1997,0.889
1332,AUT,1997,0.8240000000000001
1333,,1997,0.617
1334,BHS,1997,
1335,,1997,0.779
1336,BGD,1997,0.442
1337,BRB,1997,0.74
1338,,1997,0.667
1339,BEL,1997,0.862
1340,BLZ,1997,0.664
1341,BEN,1997,0.381
1342,BTN,1997,
1343,BOL,1997,0.58
1344,BIH,1997,
1345,,1997,0.57
1346,BRA,1997,0.664
1347,BRN,1997,0.81
1348,BGR,1997,0.7040000000000001
1349,BFA,1997,
1350,,1997,0.29600000000000004
1351,,1997,
1352,KHM,1997,0.397
1353,CMR,1997,0.42200000000000004
1354,CAN,1997,0.862
1355,CAF,1997,0.302
1356,,1997,
1357,,1997,0.741
1358,CHN,1997,0.568
1359,COL,1997,0.642
1360,COM,1997,
1361,COG,1997,0.505
1362,COG,1997,0.33399999999999996
1363,CRI,1997,0.6970000000000001
1364,HRV,1997,0.7190000000000001
1365,CUB,1997,0.669
1366,,1997,0.792
1367,,1997,0.774
1368,CIV,1997,0.391
1369,,1997,0.843
1370,DJI,1997,0.35700000000000004
1371,DMA,1997,
1372,DOM,1997,0.6409999999999999
1373,,1997,0.6679999999999999
1374,,1997,0.591
1375,SLV,1997,0.595
1376,GIN,1997,
1377,,1997,
1378,,1997,0.7509999999999999
1379,,1997,0.504
1380,,1997,
1381,FJI,1997,0.675
1382,,1997,0.8320000000000001
1383,FRA,1997,0.8340000000000001
1384,GAB,1997,0.637
1385,GMB,1997,0.364
1386,GEO,1997,
1387,DEU,1997,0.8440000000000001
1388,GHA,1997,0.47600000000000003
1389,GRC,1997,0.777
1390,GRD,1997,
1391,GTM,1997,0.523
1392,GIN,1997,0.307
1393,GIN,1997,
1394,GUY,1997,0.594
1395,HTI,1997,0.431
1396,HND,1997,0.541
1397,HKG,1997,0.816
1398,,1997,0.747
1399,,1997,0.84
1400,IND,1997,0.473
1401,IDN,1997,0.59
1402,,1997,0.653
1403,,1997,0.5820000000000001
1404,,1997,0.809
1405,ISR,1997,0.835
1406,ITA,1997,0.8140000000000001
1407,JAM,1997,0.6609999999999999
1408,JPN,1997,0.848
1409,,1997,0.6890000000000001
1410,,1997,0.669
1411,KEN,1997,0.45299999999999996
1412,KIR,1997,
1413,,1997,0.8
1414,,1997,0.775
1415,,1997,0.5760000000000001
1416,LAO,1997,0.44799999999999995
1417,,1997,0.6920000000000001
1418,LBN,1997,
1419,,1997,0.48
1420,LBR,1997,
1421,,1997,0.715
1422,,1997,
1423,,1997,0.7240000000000001
1424,,1997,0.826
1425,MDG,1997,
1426,,1997,0.40399999999999997
1427,MYS,1997,0.706
1428,MDV,1997,0.568
1429,,1997,0.281
1430,MLT,1997,0.768
1431,MHL,1997,
1432,,1997,0.42700000000000005
1433,MUS,1997,0.6559999999999999
1434,MEX,1997,0.6829999999999999
1435,,1997,
1436,,1997,0.593
1437,,1997,0.568
1438,MNE,1997,
1439,,1997,0.503
1440,MOZ,1997,0.266
1441,MMR,1997,0.41
1442,,1997,0.575
1443,NPL,1997,0.426
1444,NLD,1997,0.865
1445,NZL,1997,0.86
1446,NIC,1997,0.5429999999999999
1447,,1997,0.23800000000000002
1448,NGA,1997,
1449,,1997,0.894
1450,,1997,
1451,PAK,1997,0.43700000000000006
1452,,1997,
1453,,1997,
1454,PAN,1997,0.7
1455,GIN,1997,0.435
1456,PRY,1997,0.618
1457,PER,1997,0.654
1458,PHL,1997,0.611
1459,,1997,0.759
1460,,1997,0.773
1461,,1997,0.8
1462,ROU,1997,0.696
1463,RUS,1997,0.7040000000000001
1464,,1997,0.28800000000000003
1465,KNA,1997,
1466,LCA,1997,
1467,VCT,1997,
1468,WSM,1997,0.63
1469,,1997,0.47700000000000004
1470,SAU,1997,0.731
1471,SEN,1997,0.37
1472,SRB,1997,0.705
1473,SYC,1997,
1474,SLE,1997,0.268
1475,SGP,1997,0.7929999999999999
1476,SVK,1997,0.757
1477,SVN,1997,0.7959999999999999
1478,SLB,1997,
1479,ZAF,1997,0.644
1480,SDN,1997,
1481,ESP,1997,0.81
1482,LKA,1997,0.662
1483,SDN,1997,0.384
1484,SUR,1997,
1485,,1997,0.8740000000000001
1486,CHE,1997,0.8640000000000001
1487,,1997,0.5870000000000001
1488,,1997,0.5379999999999999
1489,,1997,0.375
1490,THA,1997,0.625
1491,,1997,
1492,TLS,1997,
1493,,1997,0.424
1494,TON,1997,0.6709999999999999
1495,TTO,1997,0.6970000000000001
1496,,1997,0.623
1497,TUR,1997,0.624
1498,,1997,
1499,UGA,1997,0.353
1500,,1997,0.6629999999999999
1501,,1997,0.778
1502,,1997,0.8490000000000001
1503,,1997,0.8809999999999999
1504,URY,1997,0.727
1505,,1997,
1506,VUT,1997,
1507,VEN,1997,0.664
1508,VNM,1997,0.539
1509,YEM,1997,0.42700000000000005
1510,ZMB,1997,0.419
1511,ZWE,1997,0.45899999999999996
1512,AFG,1998,
1513,ALB,1998,0.652
1514,DZA,1998,0.627
1515,,1998,
1516,AGO,1998,
1517,ATG,1998,
1518,ARG,1998,0.753
1519,,1998,0.636
1520,AUS,1998,0.892
1521,AUT,1998,0.835
1522,,1998,0.626
1523,BHS,1998,
1524,,1998,0.7829999999999999
1525,BGD,1998,0.451
1526,BRB,1998,0.736
1527,,1998,0.6709999999999999
1528,BEL,1998,0.866
1529,BLZ,1998,0.6659999999999999
1530,BEN,1998,0.385
1531,BTN,1998,
1532,BOL,1998,0.591
1533,BIH,1998,
1534,,1998,0.5670000000000001
1535,BRA,1998,0.67
1536,BRN,1998,0.812
1537,BGR,1998,0.7090000000000001
1538,BFA,1998,
1539,,1998,0.3
1540,,1998,
1541,KHM,1998,0.402
1542,CMR,1998,0.428
1543,CAN,1998,0.861
1544,CAF,1998,0.304
1545,,1998,
1546,,1998,0.747
1547,CHN,1998,0.5760000000000001
1548,COL,1998,0.649
1549,COM,1998,
1550,COG,1998,0.509
1551,COG,1998,0.33399999999999996
1552,CRI,1998,0.703
1553,HRV,1998,0.731
1554,CUB,1998,0.672
1555,,1998,0.8
1556,,1998,0.775
1557,CIV,1998,0.389
1558,,1998,0.8490000000000001
1559,DJI,1998,0.359
1560,DMA,1998,
1561,DOM,1998,0.6459999999999999
1562,,1998,0.6709999999999999
1563,,1998,0.5920000000000001
1564,SLV,1998,0.604
1565,GIN,1998,
1566,,1998,
1567,,1998,0.763
1568,,1998,0.49200000000000005
1569,,1998,
1570,FJI,1998,0.6759999999999999
1571,,1998,0.84
1572,FRA,1998,0.8390000000000001
1573,GAB,1998,0.64
1574,GMB,1998,0.371
1575,GEO,1998,
1576,DEU,1998,0.85
1577,GHA,1998,0.47700000000000004
1578,GRC,1998,0.787
1579,GRD,1998,
1580,GTM,1998,0.531
1581,GIN,1998,0.314
1582,GIN,1998,
1583,GUY,1998,0.597
1584,HTI,1998,0.435
1585,HND,1998,0.546
1586,HKG,1998,0.8170000000000001
1587,,1998,0.754
1588,,1998,0.8490000000000001
1589,IND,1998,0.48
1590,IDN,1998,0.59
1591,,1998,0.659
1592,,1998,0.596
1593,,1998,0.84
1594,ISR,1998,0.843
1595,ITA,1998,0.8190000000000001
1596,JAM,1998,0.662
1597,JPN,1998,0.847
1598,,1998,0.693
1599,,1998,0.672
1600,KEN,1998,0.452
1601,KIR,1998,
1602,,1998,0.797
1603,,1998,0.7809999999999999
1604,,1998,0.58
1605,LAO,1998,0.455
1606,,1998,0.705
1607,LBN,1998,
1608,,1998,0.478
1609,LBR,1998,
1610,,1998,0.718
1611,,1998,
1612,,1998,0.736
1613,,1998,0.8340000000000001
1614,MDG,1998,
1615,,1998,0.40399999999999997
1616,MYS,1998,0.71
1617,MDV,1998,0.58
1618,,1998,0.29100000000000004
1619,MLT,1998,0.7759999999999999
1620,MHL,1998,
1621,,1998,0.435
1622,MUS,1998,0.662
1623,MEX,1998,0.69
1624,,1998,
1625,,1998,0.593
1626,,1998,0.5760000000000001
1627,MNE,1998,
1628,,1998,0.51
1629,MOZ,1998,0.27899999999999997
1630,MMR,1998,0.413
1631,,1998,0.569
1632,NPL,1998,0.43200000000000005
1633,NLD,1998,0.867
1634,NZL,1998,0.863
1635,NIC,1998,0.552
1636,,1998,0.24600000000000002
1637,NGA,1998,
1638,,1998,0.9059999999999999
1639,,1998,
1640,PAK,1998,0.441
1641,,1998,
1642,,1998,
1643,PAN,1998,0.708
1644,GIN,1998,0.441
1645,PRY,1998,0.622
1646,PER,1998,0.665
1647,PHL,1998,0.615
1648,,1998,0.769
1649,,1998,0.78
1650,,1998,0.804
1651,ROU,1998,0.698
1652,RUS,1998,0.703
1653,,1998,0.302
1654,KNA,1998,
1655,LCA,1998,
1656,VCT,1998,
1657,WSM,1998,0.636
1658,,1998,0.48100000000000004
1659,SAU,1998,0.736
1660,SEN,1998,0.373
1661,SRB,1998,0.708
1662,SYC,1998,
1663,SLE,1998,0.272
1664,SGP,1998,0.7979999999999999
1665,SVK,1998,0.763
1666,SVN,1998,0.805
1667,SLB,1998,
1668,ZAF,1998,0.639
1669,SDN,1998,
1670,ESP,1998,0.8140000000000001
1671,LKA,1998,0.6679999999999999
1672,SDN,1998,0.39
1673,SUR,1998,
1674,,1998,0.888
1675,CHE,1998,0.873
1676,,1998,0.59
1677,,1998,0.541
1678,,1998,0.381
1679,THA,1998,0.63
1680,,1998,
1681,TLS,1998,
1682,,1998,0.423
1683,TON,1998,0.674
1684,TTO,1998,0.7040000000000001
1685,,1998,0.634
1686,TUR,1998,0.635
1687,,1998,
1688,UGA,1998,0.368
1689,,1998,0.665
1690,,1998,0.785
1691,,1998,0.855
1692,,1998,0.884
1693,URY,1998,0.735
1694,,1998,
1695,VUT,1998,
1696,VEN,1998,0.667
1697,VNM,1998,0.5589999999999999
1698,YEM,1998,0.431
1699,ZMB,1998,0.42
1700,ZWE,1998,0.45299999999999996
1701,AFG,1999,
1702,ALB,1999,0.662
1703,DZA,1999,0.636
1704,,1999,
1705,AGO,1999,0.374
1706,ATG,1999,
1707,ARG,1999,0.764
1708,,1999,0.642
1709,AUS,1999,0.895
1710,AUT,1999,0.8340000000000001
1711,,1999,0.633
1712,BHS,1999,
1713,,1999,0.7859999999999999
1714,BGD,1999,0.46
1715,BRB,1999,0.743
1716,,1999,0.6759999999999999
1717,BEL,1999,0.868
1718,BLZ,1999,0.67
1719,BEN,1999,0.391
1720,BTN,1999,
1721,BOL,1999,0.6
1722,BIH,1999,
1723,,1999,0.5660000000000001
1724,BRA,1999,0.6759999999999999
1725,BRN,1999,0.818
1726,BGR,1999,0.708
1727,BFA,1999,
1728,,1999,0.3
1729,,1999,
1730,KHM,1999,0.40700000000000003
1731,CMR,1999,0.426
1732,CAN,1999,0.8640000000000001
1733,CAF,1999,0.308
1734,,1999,
1735,,1999,0.753
1736,CHN,1999,0.585
1737,COL,1999,0.649
1738,COM,1999,
1739,COG,1999,0.496
1740,COG,1999,0.331
1741,CRI,1999,0.7070000000000001
1742,HRV,1999,0.7390000000000001
1743,CUB,1999,0.679
1744,,1999,0.799
1745,,1999,0.785
1746,CIV,1999,0.392
1747,,1999,0.861
1748,DJI,1999,0.36200000000000004
1749,DMA,1999,
1750,DOM,1999,0.6509999999999999
1751,,1999,0.6679999999999999
1752,,1999,0.605
1753,SLV,1999,0.607
1754,GIN,1999,
1755,,1999,
1756,,1999,0.769
1757,,1999,0.483
1758,,1999,
1759,FJI,1999,0.6809999999999999
1760,,1999,0.848
1761,FRA,1999,0.845
1762,GAB,1999,0.636
1763,GMB,1999,0.37799999999999995
1764,GEO,1999,
1765,DEU,1999,0.855
1766,GHA,1999,0.48
1767,GRC,1999,0.789
1768,GRD,1999,
1769,GTM,1999,0.539
1770,GIN,1999,0.322
1771,GIN,1999,
1772,GUY,1999,0.6
1773,HTI,1999,0.439
1774,HND,1999,0.5489999999999999
1775,HKG,1999,0.821
1776,,1999,0.7609999999999999
1777,,1999,0.853
1778,IND,1999,0.488
1779,IDN,1999,0.598
1780,,1999,0.664
1781,,1999,0.603
1782,,1999,0.8490000000000001
1783,ISR,1999,0.85
1784,ITA,1999,0.8240000000000001
1785,JAM,1999,0.664
1786,JPN,1999,0.85
1787,,1999,0.6970000000000001
1788,,1999,0.6759999999999999
1789,KEN,1999,0.451
1790,KIR,1999,
1791,,1999,0.8079999999999999
1792,,1999,0.7859999999999999
1793,,1999,0.5870000000000001
1794,LAO,1999,0.462
1795,,1999,0.716
1796,LBN,1999,
1797,,1999,0.469
1798,LBR,1999,0.35
1799,,1999,0.722
1800,,1999,
1801,,1999,0.7440000000000001
1802,,1999,0.8490000000000001
1803,MDG,1999,
1804,,1999,0.405
1805,MYS,1999,0.716
1806,MDV,1999,0.595
1807,,1999,0.302
1808,MLT,1999,0.78
1809,MHL,1999,
1810,,1999,0.441
1811,MUS,1999,0.667
1812,MEX,1999,0.695
1813,,1999,
1814,,1999,0.595
1815,,1999,0.5820000000000001
1816,MNE,1999,
1817,,1999,0.52
1818,MOZ,1999,0.29100000000000004
1819,MMR,1999,0.42100000000000004
1820,,1999,0.56
1821,NPL,1999,0.439
1822,NLD,1999,0.87
1823,NZL,1999,0.865
1824,NIC,1999,0.562
1825,,1999,0.25
1826,NGA,1999,
1827,,1999,0.9109999999999999
1828,,1999,
1829,PAK,1999,0.445
1830,,1999,
1831,,1999,
1832,PAN,1999,0.713
1833,GIN,1999,0.445
1834,PRY,1999,0.625
1835,PER,1999,0.675
1836,PHL,1999,0.62
1837,,1999,0.778
1838,,1999,0.779
1839,,1999,0.8079999999999999
1840,ROU,1999,0.7040000000000001
1841,RUS,1999,0.7090000000000001
1842,,1999,0.32
1843,KNA,1999,
1844,LCA,1999,
1845,VCT,1999,
1846,WSM,1999,0.642
1847,,1999,0.486
1848,SAU,1999,0.738
1849,SEN,1999,0.375
1850,SRB,1999,0.7040000000000001
1851,SYC,1999,
1852,SLE,1999,0.276
1853,SGP,1999,0.809
1854,SVK,1999,0.762
1855,SVN,1999,0.8190000000000001
1856,SLB,1999,0.46299999999999997
1857,ZAF,1999,0.634
1858,SDN,1999,
1859,ESP,1999,0.8190000000000001
1860,LKA,1999,0.6759999999999999
1861,SDN,1999,0.396
1862,SUR,1999,
1863,,1999,0.893
1864,CHE,1999,0.8809999999999999
1865,,1999,0.589
1866,,1999,0.544
1867,,1999,0.38799999999999996
1868,THA,1999,0.64
1869,,1999,
1870,TLS,1999,
1871,,1999,0.424
1872,TON,1999,0.6759999999999999
1873,TTO,1999,0.711
1874,,1999,0.645
1875,TUR,1999,0.643
1876,,1999,
1877,UGA,1999,0.384
1878,,1999,0.667
1879,,1999,0.7909999999999999
1880,,1999,0.861
1881,,1999,0.885
1882,URY,1999,0.737
1883,,1999,
1884,VUT,1999,
1885,VEN,1999,0.67
1886,VNM,1999,0.5670000000000001
1887,YEM,1999,0.434
1888,ZMB,1999,0.426
1889,ZWE,1999,0.44799999999999995
1890,AFG,2000,
1891,ALB,2000,0.669
1892,DZA,2000,0.644
1893,,2000,0.759
1894,AGO,2000,0.387
1895,ATG,2000,
1896,ARG,2000,0.7709999999999999
1897,,2000,0.647
1898,AUS,2000,0.898
1899,AUT,2000,0.838
1900,,2000,0.64
1901,BHS,2000,0.7759999999999999
1902,,2000,0.792
1903,BGD,2000,0.46799999999999997
1904,BRB,2000,0.752
1905,,2000,0.6829999999999999
1906,BEL,2000,0.873
1907,BLZ,2000,0.677
1908,BEN,2000,0.39799999999999996
1909,BTN,2000,
1910,BOL,2000,0.608
1911,BIH,2000,0.672
1912,,2000,0.565
1913,BRA,2000,0.684
1914,BRN,2000,0.8190000000000001
1915,BGR,2000,0.7120000000000001
1916,BFA,2000,0.28600000000000003
1917,,2000,0.303
1918,,2000,0.57
1919,KHM,2000,0.42
1920,CMR,2000,0.431
1921,CAN,2000,0.867
1922,CAF,2000,0.309
1923,,2000,0.299
1924,,2000,0.759
1925,CHN,2000,0.594
1926,COL,2000,0.653
1927,COM,2000,
1928,COG,2000,0.49
1929,COG,2000,0.33299999999999996
1930,CRI,2000,0.711
1931,HRV,2000,0.75
1932,CUB,2000,0.6859999999999999
1933,,2000,0.802
1934,,2000,0.7959999999999999
1935,CIV,2000,0.39399999999999996
1936,,2000,0.863
1937,DJI,2000,0.363
1938,DMA,2000,0.693
1939,DOM,2000,0.657
1940,,2000,0.67
1941,,2000,0.611
1942,SLV,2000,0.615
1943,GIN,2000,0.516
1944,,2000,
1945,,2000,0.78
1946,,2000,0.47100000000000003
1947,,2000,0.28300000000000003
1948,FJI,2000,0.6829999999999999
1949,,2000,0.858
1950,FRA,2000,0.8490000000000001
1951,GAB,2000,0.633
1952,GMB,2000,0.385
1953,GEO,2000,0.6729999999999999
1954,DEU,2000,0.868
1955,GHA,2000,0.484
1956,GRC,2000,0.7959999999999999
1957,GRD,2000,
1958,GTM,2000,0.546
1959,GIN,2000,0.32899999999999996
1960,GIN,2000,
1961,GUY,2000,0.604
1962,HTI,2000,0.442
1963,HND,2000,0.5539999999999999
1964,HKG,2000,0.8270000000000001
1965,,2000,0.769
1966,,2000,0.86
1967,IND,2000,0.493
1968,IDN,2000,0.606
1969,,2000,0.67
1970,,2000,0.607
1971,,2000,0.857
1972,ISR,2000,0.853
1973,ITA,2000,0.83
1974,JAM,2000,0.662
1975,JPN,2000,0.855
1976,,2000,0.7020000000000001
1977,,2000,0.685
1978,KEN,2000,0.451
1979,KIR,2000,0.552
1980,,2000,0.8170000000000001
1981,,2000,0.7859999999999999
1982,,2000,0.594
1983,LAO,2000,0.466
1984,,2000,0.728
1985,LBN,2000,
1986,,2000,0.467
1987,LBR,2000,0.387
1988,,2000,0.727
1989,,2000,0.862
1990,,2000,0.7559999999999999
1991,,2000,0.855
1992,MDG,2000,0.456
1993,,2000,0.39899999999999997
1994,MYS,2000,0.725
1995,MDV,2000,0.606
1996,,2000,0.308
1997,MLT,2000,0.7829999999999999
1998,MHL,2000,
1999,,2000,0.442
2000,MUS,2000,0.6729999999999999
2001,MEX,2000,0.7020000000000001
2002,,2000,0.552
2003,,2000,0.597
2004,,2000,0.589
2005,MNE,2000,
2006,,2000,0.53
2007,MOZ,2000,0.298
2008,MMR,2000,0.431
2009,,2000,0.5579999999999999
2010,NPL,2000,0.446
2011,NLD,2000,0.8759999999999999
2012,NZL,2000,0.8690000000000001
2013,NIC,2000,0.57
2014,,2000,0.252
2015,NGA,2000,
2016,,2000,0.917
2017,,2000,0.7040000000000001
2018,PAK,2000,0.45
2019,,2000,0.743
2020,,2000,
2021,PAN,2000,0.7190000000000001
2022,GIN,2000,0.449
2023,PRY,2000,0.624
2024,PER,2000,0.6779999999999999
2025,PHL,2000,0.624
2026,,2000,0.785
2027,,2000,0.785
2028,,2000,0.81
2029,ROU,2000,0.7090000000000001
2030,RUS,2000,0.72
2031,,2000,0.335
2032,KNA,2000,
2033,LCA,2000,0.69
2034,VCT,2000,0.6729999999999999
2035,WSM,2000,0.647
2036,,2000,0.49
2037,SAU,2000,0.743
2038,SEN,2000,0.38
2039,SRB,2000,0.711
2040,SYC,2000,0.718
2041,SLE,2000,0.284
2042,SGP,2000,0.8190000000000001
2043,SVK,2000,0.764
2044,SVN,2000,0.825
2045,SLB,2000,0.45
2046,ZAF,2000,0.63
2047,SDN,2000,
2048,ESP,2000,0.825
2049,LKA,2000,0.685
2050,SDN,2000,0.402
2051,SUR,2000,
2052,,2000,0.897
2053,CHE,2000,0.889
2054,,2000,0.59
2055,,2000,0.55
2056,,2000,0.395
2057,THA,2000,0.649
2058,,2000,0.669
2059,TLS,2000,0.507
2060,,2000,0.425
2061,TON,2000,0.6729999999999999
2062,TTO,2000,0.716
2063,,2000,0.653
2064,TUR,2000,0.655
2065,,2000,
2066,UGA,2000,0.39799999999999996
2067,,2000,0.6709999999999999
2068,,2000,0.7979999999999999
2069,,2000,0.867
2070,,2000,0.885
2071,URY,2000,0.742
2072,,2000,0.595
2073,VUT,2000,
2074,VEN,2000,0.672
2075,VNM,2000,0.579
2076,YEM,2000,0.44299999999999995
2077,ZMB,2000,0.43200000000000005
2078,ZWE,2000,0.44
2079,AFG,2001,
2080,ALB,2001,0.6759999999999999
2081,DZA,2001,0.653
2082,,2001,0.767
2083,AGO,2001,0.401
2084,ATG,2001,
2085,ARG,2001,0.7759999999999999
2086,,2001,0.652
2087,AUS,2001,0.9
2088,AUT,2001,0.8490000000000001
2089,,2001,0.648
2090,BHS,2001,0.779
2091,,2001,0.792
2092,BGD,2001,0.47700000000000004
2093,BRB,2001,0.7509999999999999
2094,,2001,0.6890000000000001
2095,BEL,2001,0.8759999999999999
2096,BLZ,2001,0.679
2097,BEN,2001,0.41
2098,BTN,2001,
2099,BOL,2001,0.611
2100,BIH,2001,0.677
2101,,2001,0.5670000000000001
2102,BRA,2001,0.691
2103,BRN,2001,0.82
2104,BGR,2001,0.722
2105,BFA,2001,0.29
2106,,2001,0.302
2107,,2001,0.575
2108,KHM,2001,0.434
2109,CMR,2001,0.44799999999999995
2110,CAN,2001,0.872
2111,CAF,2001,0.311
2112,,2001,0.306
2113,,2001,0.7659999999999999
2114,CHN,2001,0.602
2115,COL,2001,0.6559999999999999
2116,COM,2001,
2117,COG,2001,0.495
2118,COG,2001,0.33299999999999996
2119,CRI,2001,0.7140000000000001
2120,HRV,2001,0.759
2121,CUB,2001,0.6920000000000001
2122,,2001,0.807
2123,,2001,0.8059999999999999
2124,CIV,2001,0.396
2125,,2001,0.8759999999999999
2126,DJI,2001,0.37200000000000005
2127,DMA,2001,0.6970000000000001
2128,DOM,2001,0.66
2129,,2001,0.675
2130,,2001,0.616
2131,SLV,2001,0.62
2132,GIN,2001,0.532
2133,,2001,
2134,,2001,0.79
2135,,2001,0.46399999999999997
2136,,2001,0.298
2137,FJI,2001,0.687
2138,,2001,0.8640000000000001
2139,FRA,2001,0.851
2140,GAB,2001,0.636
2141,GMB,2001,0.39299999999999996
2142,GEO,2001,0.6779999999999999
2143,DEU,2001,0.877
2144,GHA,2001,0.483
2145,GRC,2001,0.8059999999999999
2146,GRD,2001,
2147,GTM,2001,0.5539999999999999
2148,GIN,2001,0.336
2149,GIN,2001,
2150,GUY,2001,0.607
2151,HTI,2001,0.444
2152,HND,2001,0.5589999999999999
2153,HKG,2001,0.835
2154,,2001,0.777
2155,,2001,0.866
2156,IND,2001,0.498
2157,IDN,2001,0.612
2158,,2001,0.6779999999999999
2159,,2001,0.614
2160,,2001,0.863
2161,ISR,2001,0.857
2162,ITA,2001,0.8370000000000001
2163,JAM,2001,0.6729999999999999
2164,JPN,2001,0.8590000000000001
2165,,2001,0.708
2166,,2001,0.7
2167,KEN,2001,0.456
2168,KIR,2001,0.5670000000000001
2169,,2001,0.8240000000000001
2170,,2001,0.7859999999999999
2171,,2001,0.602
